"YEAR","STATE","EVTYPE","COUNT","FATALITIES","INJURIES","PROPDMG","CROPDMG"
2002,"nebraska","ICE / SNOW / FROST",3,0,0,0,0
2002,"nebraska","WIND",11,1,6,0.179,0.006
2002,"nebraska","HAIL",714,0,15,102.797,40.407
2002,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",197,0,6,5.7572,1.118
2002,"nebraska","DROUGHT",4,0,0,0,480
2002,"nebraska","TORNADO",32,0,0,0.038,0.116
2002,"nebraska","FLASH FLOOD",26,1,0,0.857,0.056
2002,"montana","HEAT",1,0,0,0,0
2002,"montana","LIGHTNING",1,0,1,0,0
2002,"montana","RAIN OR WET",4,0,0,0,0
2002,"montana","WILDFIRE",2,0,0,0,0
2002,"nebraska","FLOOD",3,0,0,0,0
2002,"nebraska","DUST STORM / DEVIL",1,2,8,0,0
2002,"nebraska","LIGHTNING",6,0,2,0.694,0
2002,"nebraska","RAIN OR WET",6,0,0,0.197,1.05
2002,"new mexico","THUNDERSTORM / THUNDERSTORM WIND",34,0,0,0.44,0
2002,"new mexico","HAIL",132,0,0,1.083,0.35
2002,"new mexico","FLASH FLOOD",36,0,0,0.345,0
2002,"new mexico","RAIN OR WET",6,0,0,0,0
2002,"new york","THUNDERSTORM / THUNDERSTORM WIND",350,1,19,5.725,0.05
2002,"new york","HAIL",78,0,75,0.115,0
2002,"new york","LIGHTNING",46,2,23,1.926,0.001
2002,"new york","FLOOD",30,0,0,0.175,0.015
2002,"north carolina","HAIL",230,0,0,0.078,0
2002,"north carolina","THUNDERSTORM / THUNDERSTORM WIND",417,0,10,2.474,0.005
2002,"north carolina","LIGHTNING",48,2,15,3.796,0
2002,"nevada","WIND",48,2,11,7.716,0
2002,"nevada","ICE / SNOW / FROST",25,1,0,0.01,0
2002,"nevada","TROPICAL STORM / HURRICANE / TYPHOON",1,0,0,0,0
2002,"nevada","BLIZZARD / WINTER STORM",1,2,0,0.15,0
2002,"nevada","DUST STORM / DEVIL",5,0,4,0.11,0
2002,"nevada","HAIL",8,0,0,0,0
2002,"nevada","THUNDERSTORM / THUNDERSTORM WIND",30,0,1,0.0635,0
2002,"nevada","FLASH FLOOD",7,1,1,1,0
2002,"nevada","RAIN OR WET",4,0,0,0,0
2002,"nevada","TORNADO",1,0,0,0,0
2002,"nevada","FLOOD",1,0,0,0,0
2002,"nevada","AVALANCHE",1,1,1,0,0
2002,"new hampshire","ICE / SNOW / FROST",33,0,0,0.15,0
2002,"new hampshire","RAIN OR WET",6,0,0,0,0
2002,"new hampshire","BLIZZARD / WINTER STORM",4,0,0,0.014,0
2002,"new hampshire","WIND",5,0,2,0,0
2002,"new hampshire","FLOOD",3,0,0,0,0
2002,"new hampshire","HAIL",6,0,0,0,0
2002,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",66,0,0,0.063,0
2002,"new hampshire","LIGHTNING",16,0,5,0.691,0
2002,"new hampshire","COASTAL FLOOD OR EROSION / TIDE",1,0,0,0,0
2002,"new jersey","DROUGHT",19,0,0,0,0
2002,"new jersey","BLIZZARD / WINTER STORM",5,0,0,0,0
2002,"new jersey","WINTER WEATHER",7,0,0,0,0
2002,"new jersey","ICE / SNOW / FROST",15,0,0,0,0
2002,"new jersey","WIND",20,3,14,0.01,0
2002,"new jersey","HEAT",10,2,0,0,0
2002,"new jersey","RAIN OR WET",33,0,0,0,0
2002,"new jersey","MARINE WIND / SWELL / SURF",3,3,0,0,0
2002,"new jersey","THUNDERSTORM / THUNDERSTORM WIND",134,0,3,10.2,0
2002,"new jersey","WILDFIRE",12,0,0,0.7,0
2002,"new jersey","HAIL",44,0,0,0,0
2002,"new jersey","LIGHTNING",31,1,8,0.682,0
2002,"new jersey","FLASH FLOOD",12,0,0,0,0
2002,"new jersey","TORNADO",7,0,0,0,0
2002,"new jersey","FLOOD",18,0,0,0,0
2002,"new jersey","COASTAL FLOOD OR EROSION / TIDE",7,0,0,0,0
2002,"new jersey","VOG / SMOKE",1,0,0,0,0
2002,"new jersey","FOG",1,0,0,0,0
2002,"new mexico","BLIZZARD / WINTER STORM",2,0,0,0,0
2002,"new mexico","DROUGHT",9,0,0,0,0
2002,"new mexico","WIND",3,0,2,0.05,0
2002,"new mexico","WILDFIRE",4,0,0,5,0
2002,"new mexico","TORNADO",7,0,0,0,0
2002,"new mexico","LIGHTNING",1,0,0,0.04,0
2002,"new mexico","FLOOD",9,0,0,0.53,0
2002,"new mexico","DUST STORM / DEVIL",1,0,1,0,0
2002,"new mexico","ICE / SNOW / FROST",4,0,0,0,0
2002,"new york","DROUGHT",8,0,0,0,0
2002,"new york","ICE / SNOW / FROST",54,0,0,8.798,0
2002,"new york","BLIZZARD / WINTER STORM",20,0,0,0.547,0
2002,"new york","WIND",26,1,9,11.85,0
2002,"new york","MARINE WIND / SWELL / SURF",7,10,5,0.035,0
2002,"new york","FLASH FLOOD",33,0,0,3.75,0
2002,"new york","HEAT",3,0,0,0,0
2002,"new york","TORNADO",15,0,8,3.585,0
2002,"new york","COLD AND WINDCHILL",1,0,0,0.063,0
2002,"new york","VOG / SMOKE",1,0,0,0,0
2002,"new york","RAIN OR WET",29,0,0,0,0
2002,"new york","COASTAL FLOOD OR EROSION / TIDE",1,0,0,0,0
2002,"new york","WINTER WEATHER",1,0,0,0,0
2002,"north carolina","DROUGHT",3,0,0,0,0
2002,"north carolina","BLIZZARD / WINTER STORM",11,0,2,0,0
2002,"north carolina","ICE / SNOW / FROST",22,0,0,199,0
2002,"north carolina","COLD AND WINDCHILL",1,1,0,0,0
2002,"north carolina","WIND",34,1,2,0.096,0
2002,"north carolina","RAIN OR WET",18,0,0,0,0
2002,"north carolina","FLASH FLOOD",60,1,0,3.085,0
2002,"north carolina","FLOOD",15,0,0,0.012,0
2002,"north carolina","LANDSLIDE / MUDSLIDE / ROCK SLIDE",1,0,0,0,0
2002,"north carolina","WINTER WEATHER",5,0,0,0,0
2002,"north carolina","DUST STORM / DEVIL",3,0,0,0.0103,0
2002,"north carolina","TORNADO",12,0,0,3.071,0
2002,"north carolina","MARINE WIND / SWELL / SURF",3,3,0,0,0
2002,"north dakota","THUNDERSTORM / THUNDERSTORM WIND",169,0,7,0.3411,0.01
2002,"north dakota","FLASH FLOOD",42,0,0,0.8125,0
2002,"north dakota","HAIL",416,0,0,0.001,0
2002,"north dakota","TORNADO",21,0,0,0.652,0
2002,"north carolina","TROPICAL STORM / HURRICANE / TYPHOON",1,0,0,0.114,0
2002,"north dakota","ICE / SNOW / FROST",3,0,0,0,0
2002,"north dakota","WIND",7,0,0,0.03,0
2002,"north dakota","BLIZZARD / WINTER STORM",5,0,0,0,0
2002,"north dakota","WILDFIRE",3,0,0,0.25,0
2002,"north dakota","LIGHTNING",9,0,0,0.105,0
2002,"north dakota","FLOOD",17,0,0,0,0
2002,"ohio","ICE / SNOW / FROST",19,0,0,7.27,0
2002,"ohio","HAIL",341,0,0,12.858,0.025
2002,"ohio","THUNDERSTORM / THUNDERSTORM WIND",557,1,7,13.903,0
2002,"ohio","TORNADO",39,5,30,142.3662,0
2002,"ohio","BLIZZARD / WINTER STORM",10,0,0,5.16,0
2002,"ohio","RAIN OR WET",2,0,0,0,0
2002,"ohio","FLASH FLOOD",44,0,0,0.892,0
2002,"ohio","HEAT",3,0,0,0,0
2002,"ohio","FLOOD",55,1,0,1.372,0
2002,"ohio","WIND",9,3,20,11.352,0
2002,"ohio","LIGHTNING",10,1,16,0.5,0
2002,"ohio","COLD AND WINDCHILL",2,0,0,0,3.5
2002,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",512,0,8,5.61012,0
2002,"ohio","DROUGHT",1,0,0,0,0
2002,"oklahoma","HAIL",593,0,0,0.1505,0
2002,"oklahoma","ICE / SNOW / FROST",12,0,0,301.5,0
2002,"oklahoma","BLIZZARD / WINTER STORM",3,0,0,0,0
2002,"oklahoma","FLOOD",26,0,0,0.125,0
2002,"oklahoma","WIND",12,0,0,0.0015,0
2002,"oklahoma","LIGHTNING",25,1,1,0.5755,0
2002,"oklahoma","FOG",2,0,0,0,0
2002,"oklahoma","FLASH FLOOD",59,0,0,0.215,0
2002,"oklahoma","TORNADO",23,0,1,0.27,0
2002,"oregon","WIND",75,2,4,6.222,0
2002,"oregon","ICE / SNOW / FROST",31,0,0,0,0
2002,"oregon","COLD AND WINDCHILL",15,0,0,0,0.06
2002,"oregon","WILDFIRE",58,0,4,5.51,0
2002,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",436,2,62,12.905,0
2002,"pennsylvania","TORNADO",19,1,21,4.88,0
2002,"pennsylvania","LIGHTNING",17,1,15,0.241,0
2002,"pennsylvania","HAIL",148,0,0,0.205,0
2002,"pennsylvania","FLASH FLOOD",26,0,1,5.625,0
2002,"pennsylvania","FLOOD",59,0,2,5.125,0
2002,"pennsylvania","HEAT",9,42,0,0,0
2002,"south carolina","HAIL",130,0,0,0.501,0
2002,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",320,1,1,0.984,0
2002,"south carolina","DROUGHT",9,0,0,0,0
2002,"oklahoma","RAIN OR WET",1,0,1,0.015,0
2002,"oregon","FOG",4,0,2,0,0
2002,"oregon","BLIZZARD / WINTER STORM",7,0,0,0,0
2002,"oregon","RAIN OR WET",3,0,0,0,0
2002,"oregon","LIGHTNING",15,0,0,0,0
2002,"oregon","FLASH FLOOD",8,0,0,1.001,0
2002,"oregon","HAIL",15,0,2,0,0
2002,"oregon","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0.002,0
2002,"oregon","HEAT",1,0,0,0,0
2002,"oregon","TORNADO",2,0,0,0.5,0
2002,"oregon","FLOOD",10,0,0,0,0
2002,"pennsylvania","DROUGHT",11,0,0,0,0
2002,"pennsylvania","ICE / SNOW / FROST",47,0,40,4.275,0
2002,"pennsylvania","WINTER WEATHER",8,0,0,0,0
2002,"pennsylvania","BLIZZARD / WINTER STORM",12,0,0,0.3,0
2002,"pennsylvania","WIND",14,1,0,1.115,0
2002,"pennsylvania","RAIN OR WET",17,0,0,0,0
2002,"pennsylvania","WILDFIRE",3,0,0,0,0
2002,"pennsylvania","COLD AND WINDCHILL",2,1,0,0.01,0
2002,"pennsylvania","VOG / SMOKE",1,0,0,0,0
2002,"rhode island","ICE / SNOW / FROST",3,0,0,0,0
2002,"rhode island","LIGHTNING",4,0,2,0.108,0
2002,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0.016,0
2002,"rhode island","HAIL",2,0,0,0,0
2002,"rhode island","WIND",2,0,0,0.055,0
2002,"rhode island","RAIN OR WET",4,0,0,0,0
2002,"rhode island","BLIZZARD / WINTER STORM",1,0,0,0.01,0
2002,"south carolina","ICE / SNOW / FROST",11,0,0,100,0
2002,"south carolina","BLIZZARD / WINTER STORM",2,0,0,0,0
2002,"south carolina","COLD AND WINDCHILL",1,1,0,0,0
2002,"south carolina","WIND",5,1,0,0.001,0
2002,"south carolina","WINTER WEATHER",1,0,0,0,0
2002,"south carolina","FLOOD",34,0,0,0.002,0
2002,"south carolina","TORNADO",16,0,10,1.018,0
2002,"south carolina","LIGHTNING",14,2,6,0.132,0
2002,"south carolina","FLASH FLOOD",9,0,0,0.385,0
2002,"south carolina","FOG",1,0,3,0.02,0
2002,"south carolina","RAIN OR WET",6,0,0,0,0
2002,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",270,0,0,7.003,0
2002,"south dakota","HAIL",639,0,3,4.95005,0.11
2002,"south dakota","ICE / SNOW / FROST",6,2,1,0.25,0
2002,"south dakota","WIND",21,0,1,0.0701,0
2002,"south dakota","WILDFIRE",1,0,0,0,0
2002,"south dakota","TORNADO",13,0,0,1.01,0
2002,"south dakota","FLASH FLOOD",17,0,0,0.5,0
2002,"tennessee","THUNDERSTORM / THUNDERSTORM WIND",532,0,4,7.279,0.152
2002,"south dakota","BLIZZARD / WINTER STORM",10,0,0,0.21,0
2002,"south dakota","LIGHTNING",9,0,0,0.062,0
2002,"south dakota","FLOOD",2,0,0,0,0
2002,"south dakota","RAIN OR WET",1,0,0,0,0
2002,"south dakota","DROUGHT",1,0,0,0,0
2002,"tennessee","BLIZZARD / WINTER STORM",4,0,0,0,0
2002,"tennessee","ICE / SNOW / FROST",2,0,0,0.035,0
2002,"tennessee","FLOOD",32,1,0,5.11,0
2002,"tennessee","FLASH FLOOD",185,3,13,4.4135,0.05
2002,"tennessee","HAIL",210,0,0,0.13277,0
2002,"tennessee","TORNADO",31,17,117,16.626,0
2002,"tennessee","LIGHTNING",28,3,25,0.6034,0
2002,"tennessee","RAIN OR WET",1,1,0,0,0
2002,"texas","HAIL",1508,0,22,46.153,20.395
2002,"texas","TORNADO",188,3,72,103.8105,0.05
2002,"texas","THUNDERSTORM / THUNDERSTORM WIND",910,2,34,36.66653,4.385
2002,"texas","FLASH FLOOD",628,12,41,32.148,2.905
2002,"tennessee","WIND",5,0,0,0.126,0
2002,"texas","DROUGHT",7,0,0,0,0
2002,"texas","ICE / SNOW / FROST",6,0,1,0.03,0
2002,"texas","BLIZZARD / WINTER STORM",6,0,0,0.015,0
2002,"texas","WIND",10,0,0,0.0855,0
2002,"texas","COLD AND WINDCHILL",1,2,0,0,0
2002,"texas","RAIN OR WET",8,0,0,0.015,0
2002,"texas","LIGHTNING",21,2,5,0.97,0
2002,"texas","FLOOD",94,2,0,57.88,0.02
2002,"virginia","HAIL",295,0,0,0.6175,0
2002,"virginia","FLASH FLOOD",62,3,0,28.103,0
2002,"virginia","THUNDERSTORM / THUNDERSTORM WIND",420,1,9,4.2427,0
2002,"texas","HEAT",1,1,0,0,0
2002,"texas","DUST STORM / DEVIL",1,0,2,0.09,0
2002,"texas","TROPICAL STORM / HURRICANE / TYPHOON",1,0,3,4.5,0
2002,"texas","FOG",1,0,0,0.025,0
2002,"utah","ICE / SNOW / FROST",24,0,0,0.24,0
2002,"utah","FOG",8,3,3,0.5,0
2002,"utah","AVALANCHE",4,3,0,0.02,0
2002,"utah","WIND",9,0,10,2.065,0.101
2002,"utah","BLIZZARD / WINTER STORM",10,2,88,1.02,0
2002,"utah","THUNDERSTORM / THUNDERSTORM WIND",42,1,2,0.427,0.043
2002,"utah","HAIL",17,0,0,0,0
2002,"utah","DROUGHT",8,0,0,0,0
2002,"utah","WILDFIRE",13,0,0,0.05,0
2002,"utah","TORNADO",6,0,0,2,0.1
2002,"utah","FLASH FLOOD",18,0,1,4.395,0.11
2002,"utah","LIGHTNING",1,2,0,0,0
2002,"utah","RAIN OR WET",1,0,0,0,0
2002,"utah","FLOOD",5,0,0,0.002,0.01
2002,"vermont","ICE / SNOW / FROST",23,0,0,0.308,0
2002,"vermont","BLIZZARD / WINTER STORM",25,0,0,0.691,0
2002,"vermont","WIND",14,0,0,0.165,0
2002,"vermont","FLOOD",11,0,0,0.31,0
2002,"vermont","THUNDERSTORM / THUNDERSTORM WIND",60,0,0,0.279,0
2002,"vermont","FLASH FLOOD",2,0,0,0.028,0
2002,"vermont","HAIL",14,0,0,0,0
2002,"vermont","LIGHTNING",5,1,0,0.076,0
2002,"vermont","TORNADO",3,0,0,0.102,0
2002,"vermont","VOG / SMOKE",1,0,0,0,0
2002,"vermont","RAIN OR WET",15,0,0,0,0
2002,"virginia","ICE / SNOW / FROST",7,0,0,0,0
2002,"virginia","BLIZZARD / WINTER STORM",18,0,0,0,0
2002,"virginia","WINTER WEATHER",7,0,0,0,0
2002,"virginia","WIND",12,0,1,0.078,0
2002,"virginia","FLOOD",9,0,0,1.265,0
2002,"virginia","HEAT",8,0,0,0,0
2002,"virginia","LIGHTNING",24,0,4,2.0305,0
2002,"virginia","RAIN OR WET",14,0,0,0,0
2002,"virginia","TORNADO",10,0,17,9.583,0
2002,"virginia","DUST STORM / DEVIL",1,0,0,0.003,0
2002,"virginia","COLD AND WINDCHILL",2,0,0,0,0
2002,"virginia","WILDFIRE",1,0,0,0,0
2002,"washington","BLIZZARD / WINTER STORM",4,3,1,0,0
2002,"washington","FLOOD",5,0,0,0.202,0
2002,"washington","WIND",34,0,4,13.1145,25.2
2002,"washington","ICE / SNOW / FROST",34,0,0,0,0
2002,"washington","AVALANCHE",3,1,5,0,0
2002,"washington","SURGE",2,0,0,0.005,0
2002,"washington","COLD AND WINDCHILL",3,0,0,0,65.05
2002,"washington","LIGHTNING",7,0,1,0.193,0
2002,"washington","DUST STORM / DEVIL",3,0,0,0,0
2002,"washington","TORNADO",1,0,0,0,0
2002,"washington","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0.796,0
2002,"washington","WILDFIRE",4,0,0,0.2,0
2002,"washington","HAIL",4,0,0,0,0
2002,"washington","HEAT",1,0,0,0,0
2002,"west virginia","THUNDERSTORM / THUNDERSTORM WIND",115,1,1,0.7576,0
2002,"west virginia","HAIL",91,0,0,0.831,0
2002,"west virginia","FLASH FLOOD",33,2,0,87.538,0
2002,"west virginia","FLOOD",18,0,1,4.718,0
2002,"wyoming","FLASH FLOOD",3,0,0,0.459,0
2002,"wyoming","HAIL",104,0,0,30,0
2002,"wyoming","TORNADO",9,0,0,0.03,0
2002,"wyoming","THUNDERSTORM / THUNDERSTORM WIND",47,0,0,0.1925,0
2002,"wyoming","WILDFIRE",11,0,0,0.261,0
2002,"wyoming","LIGHTNING",2,1,5,0,0
2002,"wyoming","BLIZZARD / WINTER STORM",13,0,0,0.01,0
2002,"washington","FOG",1,1,1,0,0
2002,"west virginia","COLD AND WINDCHILL",4,0,0,0,0
2002,"west virginia","ICE / SNOW / FROST",26,0,0,0.2,0
2002,"west virginia","BLIZZARD / WINTER STORM",10,0,0,0.0035,0
2002,"west virginia","WINTER WEATHER",5,0,0,0,0
2002,"west virginia","HEAT",8,0,0,0,0
2002,"west virginia","WIND",7,0,0,0.195,0
2002,"west virginia","WILDFIRE",1,0,0,0.01,0
2002,"west virginia","TORNADO",1,0,0,0.1,0
2002,"west virginia","RAIN OR WET",8,0,0,0,0
2002,"west virginia","LIGHTNING",3,0,3,0.002,0
2002,"west virginia","DROUGHT",1,0,0,0,0
2002,"wisconsin","ICE / SNOW / FROST",24,0,0,0,0
2002,"wisconsin","BLIZZARD / WINTER STORM",14,0,0,0,0
2002,"wisconsin","WIND",11,0,0,0.073,0
2002,"wisconsin","FOG",4,11,0,0,0
2002,"wisconsin","LIGHTNING",38,1,4,2.244,0.003
2002,"wisconsin","THUNDERSTORM / THUNDERSTORM WIND",306,1,2,10.8356,0.652
2002,"wisconsin","HAIL",323,0,0,5.5245,0.111
2002,"wisconsin","FLOOD",46,0,1,6.118,35.0995
2002,"wisconsin","HEAT",8,3,0,0,0
2002,"wisconsin","TORNADO",41,0,30,32.705,0.037
2002,"wisconsin","FLASH FLOOD",36,0,0,2.4925,0.574
2002,"wisconsin","RAIN OR WET",1,0,0,0.01,0
2002,"wisconsin","DROUGHT",1,0,0,0,4.43
2002,"wyoming","WIND",24,0,0,0.21,0
2002,"wyoming","ICE / SNOW / FROST",27,0,2,0,0
2002,"wyoming","FLOOD",3,0,0,0.275,0
2002,"wyoming","RAIN OR WET",1,0,0,0,0
2002,"wyoming","FOG",1,0,0,0,0
2003,"alabama","THUNDERSTORM / THUNDERSTORM WIND",342,0,5,5.806,0
2003,"alabama","FLASH FLOOD",161,1,1,1011.366,0.1
2003,"alabama","HAIL",439,0,0,8.921,0
2003,"alabama","COLD AND WINDCHILL",7,1,0,0,0
2003,"alabama","TORNADO",61,0,8,3.062,0.017
2003,"alabama","LIGHTNING",36,0,3,0.8725,0
2003,"arkansas","HAIL",553,0,3,50.13743,0
2003,"arkansas","THUNDERSTORM / THUNDERSTORM WIND",376,0,2,2.46425,0
2003,"alabama","WIND",5,0,0,0.118,0
2003,"alabama","FLOOD",33,0,0,4.92,0.55
2003,"alabama","MARINE WIND / SWELL / SURF",3,2,0,0,0
2003,"alabama","RAIN OR WET",3,0,0,0,0
2003,"alabama","HEAT",9,0,0,0,0
2003,"alaska","BLIZZARD / WINTER STORM",32,0,0,0.01,0
2003,"alaska","COLD AND WINDCHILL",2,0,0,0,0
2003,"alaska","FLOOD",13,0,0,8.6535,0
2003,"alaska","WIND",68,0,2,12.0625,0
2003,"alaska","ICE / SNOW / FROST",39,0,0,0.138,0
2003,"alaska","FLASH FLOOD",4,0,0,0.001,0
2003,"alaska","AVALANCHE",2,1,1,0.01,0
2003,"alaska","WILDFIRE",6,0,0,0.26,0
2003,"alaska","DUST STORM / DEVIL",1,0,0,0.001,0
2003,"alaska","SURGE",6,0,0,0.102,0
2003,"alaska","WINTER WEATHER",1,0,0,0,0
2003,"alaska","RAIN OR WET",2,0,0,0.005,0
2003,"arizona","HEAT",1,0,0,0,0
2003,"arizona","BLIZZARD / WINTER STORM",2,0,0,0,0
2003,"arizona","WIND",4,0,0,0.022,0
2003,"arizona","DUST STORM / DEVIL",11,2,31,0.159,0
2003,"arizona","FOG",1,0,0,0,0
2003,"arizona","RAIN OR WET",12,0,0,0,0
2003,"arizona","ICE / SNOW / FROST",5,0,0,0,0
2003,"arizona","FLASH FLOOD",67,3,4,0.974,0
2003,"arizona","HAIL",49,0,0,0.05,0
2003,"arizona","THUNDERSTORM / THUNDERSTORM WIND",64,0,0,1.9591,0.1
2003,"arizona","TORNADO",15,0,0,0,0
2003,"arizona","WILDFIRE",4,0,0,132,0
2003,"arizona","LIGHTNING",7,0,1,0.195,0
2003,"arizona","FLOOD",5,0,0,0.08,0
2003,"arkansas","ICE / SNOW / FROST",10,0,0,0.11506,0
2003,"arkansas","BLIZZARD / WINTER STORM",3,0,0,0,0
2003,"arkansas","WINTER WEATHER",1,0,0,0,0
2003,"arkansas","WIND",3,0,0,0.12,0
2003,"arkansas","TORNADO",90,0,11,2.212,0
2003,"arkansas","FLASH FLOOD",116,0,3,3.434,0.115
2003,"arkansas","LIGHTNING",6,0,2,0.09,0
2003,"california","WIND",52,2,12,4.592,28
2003,"california","WILDFIRE",130,22,244,2189.12233,28.75
2003,"california","MARINE WIND / SWELL / SURF",12,5,30,0,0
2003,"california","DUST STORM / DEVIL",9,0,40,0.11,0
2003,"california","FOG",21,0,19,0.855,0
2003,"california","FLOOD",15,1,4,0.59,0
2003,"california","HEAT",13,5,25,0,0.002
2003,"colorado","HAIL",314,0,0,5.037,0.155
2003,"colorado","WIND",30,0,0,1.089,0
2003,"colorado","WINTER WEATHER",54,0,0,0,0
2003,"colorado","TORNADO",32,0,0,0.125,0
2003,"colorado","THUNDERSTORM / THUNDERSTORM WIND",71,0,0,0.17,0
2003,"colorado","DUST STORM / DEVIL",1,0,0,0,0
2003,"colorado","ICE / SNOW / FROST",51,0,0,0.03,9
2003,"colorado","LANDSLIDE / MUDSLIDE / ROCK SLIDE",9,1,6,0.125,0
2003,"colorado","FLASH FLOOD",55,0,0,0.2585,0.003
2003,"california","DROUGHT",2,0,0,0,0
2003,"california","ICE / SNOW / FROST",90,0,0,0.205,0
2003,"california","BLIZZARD / WINTER STORM",15,0,0,0.053,0
2003,"california","RAIN OR WET",58,1,29,1.2675,65.61
2003,"california","TORNADO",13,0,0,0,0
2003,"california","WINTER WEATHER",2,0,0,0.08,0
2003,"california","FLASH FLOOD",67,5,25,5.517,0
2003,"california","HAIL",32,0,0,3.635,0.03
2003,"california","LIGHTNING",34,1,2,0.212,0.04
2003,"california","THUNDERSTORM / THUNDERSTORM WIND",15,0,0,0.318,0
2003,"california","COLD AND WINDCHILL",6,0,4,0,0
2003,"california","LANDSLIDE / MUDSLIDE / ROCK SLIDE",5,14,10,5.145,0
2003,"california","COASTAL FLOOD OR EROSION / TIDE",1,0,0,0,0
2003,"colorado","DROUGHT",12,0,0,0,0
2003,"colorado","FOG",12,0,0,0,0
2003,"colorado","BLIZZARD / WINTER STORM",24,0,2,93,0
2003,"colorado","AVALANCHE",2,1,1,0.005,0
2003,"colorado","LIGHTNING",34,6,12,0.208,0.002
2003,"colorado","WILDFIRE",29,0,0,0,0
2003,"colorado","FLOOD",5,0,0,3.31,0
2003,"colorado","RAIN OR WET",18,0,0,0.032,0
2003,"delaware","WINTER WEATHER",11,0,0,0,0
2003,"delaware","WIND",12,0,1,10.1232,0
2003,"delaware","BLIZZARD / WINTER STORM",3,0,0,4.4,0
2003,"delaware","COASTAL FLOOD OR EROSION / TIDE",7,0,0,1,0
2003,"delaware","RAIN OR WET",13,0,0,0,0
2003,"delaware","FLASH FLOOD",7,0,1,16.1,0
2003,"delaware","FLOOD",13,0,0,0,0
2003,"delaware","FOG",2,0,0,0,0
2003,"florida","THUNDERSTORM / THUNDERSTORM WIND",244,0,15,3.6295,0.095
2003,"florida","HAIL",239,0,0,0.08025,0
2003,"florida","FLASH FLOOD",46,1,0,8.267,0
2003,"connecticut","BLIZZARD / WINTER STORM",12,0,0,0.15,0
2003,"connecticut","ICE / SNOW / FROST",6,0,0,0,0
2003,"connecticut","WIND",7,0,1,0.325,0
2003,"connecticut","FLOOD",9,0,0,0.025,0
2003,"connecticut","RAIN OR WET",4,0,0,0,0
2003,"connecticut","HAIL",8,0,0,0,0
2003,"connecticut","FLASH FLOOD",8,0,0,0.045,0
2003,"connecticut","LIGHTNING",1,0,0,0.015,0
2003,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0.031,0
2003,"delaware","ICE / SNOW / FROST",4,0,0,0,0
2003,"delaware","COLD AND WINDCHILL",1,0,0,0,0
2003,"delaware","THUNDERSTORM / THUNDERSTORM WIND",26,0,0,0,0
2003,"delaware","LIGHTNING",10,0,0,1.21,0
2003,"delaware","HAIL",2,0,0,0,0
2003,"delaware","HEAT",1,0,0,0,0
2003,"delaware","MARINE WIND / SWELL / SURF",2,0,0,0,0
2003,"delaware","SURGE",1,0,0,0,0
2003,"delaware","TROPICAL STORM / HURRICANE / TYPHOON",1,0,0,17.75,0
2003,"florida","FLOOD",29,0,0,14.108,0
2003,"florida","ICE / SNOW / FROST",14,0,0,0,2.1
2003,"florida","WILDFIRE",1,0,1,0,0
2003,"florida","COLD AND WINDCHILL",7,1,0,0,17.05
2003,"florida","TORNADO",108,1,45,90.136,0
2003,"florida","HEAT",2,1,0,0,0
2003,"florida","LIGHTNING",79,10,39,2.8205,0
2003,"florida","MARINE WIND / SWELL / SURF",33,35,18,0,0
2003,"florida","RAIN OR WET",19,0,0,0.01,0.2
2003,"georgia","RAIN OR WET",53,1,2,0.1335,0.003
2003,"georgia","THUNDERSTORM / THUNDERSTORM WIND",560,5,21,6.9731,0
2003,"georgia","HAIL",411,0,0,0.18,0
2003,"georgia","FLASH FLOOD",224,2,6,31.4005,0.001
2003,"georgia","FLOOD",11,0,0,0.565,0
2003,"georgia","LIGHTNING",62,2,7,2.7415,0
2003,"florida","COASTAL FLOOD OR EROSION / TIDE",2,0,0,0,0
2003,"florida","FOG",1,2,7,0.1,0
2003,"georgia","DROUGHT",1,0,0,0,0
2003,"georgia","COLD AND WINDCHILL",2,0,0,0,0
2003,"georgia","ICE / SNOW / FROST",5,0,0,0,0
2003,"georgia","WINTER WEATHER",6,0,0,0,0
2003,"georgia","WIND",9,1,0,0.03725,0
2003,"georgia","TORNADO",46,6,213,8.8715,0.0025
2003,"georgia","TROPICAL STORM / HURRICANE / TYPHOON",1,0,0,0,0
2003,"hawaii","RAIN OR WET",49,0,0,0,0
2003,"hawaii","FLASH FLOOD",7,2,0,0,0
2003,"hawaii","MARINE WIND / SWELL / SURF",33,1,4,0,0
2003,"idaho","ICE / SNOW / FROST",53,0,0,0,0
2003,"idaho","BLIZZARD / WINTER STORM",15,0,0,0,0
2003,"idaho","WIND",16,0,0,0.161,0
2003,"illinois","THUNDERSTORM / THUNDERSTORM WIND",454,0,13,88.1285,34.281
2003,"illinois","HAIL",588,0,1,17.393,0.556
2003,"illinois","FLASH FLOOD",93,1,0,38.722,0.02
